"the_geom","segmentid","bikeid","prevbikeid","status","boro","street","fromstreet","tostreet","onoffst","facilitycl","allclasses","bikedir","lanecount","ft_facilit","tf_facilit","ft2facilit","tf2facilit","instdate","ret_date","grnwy","gwsystem","gwsys2","spur","gwyjuris"
"MULTILINESTRING ((-74.00053195572396 40.71843023844442, -73.99984031446063 40.71919298042258))","32330.0","416.0","NA","Retired","1","LAFAYETTE ST","SPRING ST","READE ST","ON","II","II","L","1",,"Conventional",,,"2007-09-01T00:00:00.000","2021-11-09T00:00:00.000",,,,,
"MULTILINESTRING ((-73.99984031446063 40.71919298042258, -73.99906145060194 40.7200443006309))","32332.0","4307.0","416","Retired","1","LAFAYETTE ST","SPRING ST","WORTH ST","ON","II","II","L","1",,"Conventional",,,"2007-09-01T00:00:00.000","2023-07-17T00:00:00.000",,,,,
"MULTILINESTRING ((-73.99984031446063 40.71919298042258, -73.99906145060194 40.7200443006309))","32332.0","7017.0","4307","Current","1","LAFAYETTE ST","KENMARE ST","WORTH ST","ON","I","I","L","1",,"Protected",,,"2023-07-17T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99984031446063 40.71919298042258, -73.99906145060194 40.7200443006309))","32332.0","416.0","NA","Retired","1","LAFAYETTE ST","SPRING ST","READE ST","ON","II","II","L","1",,"Conventional",,,"2007-09-01T00:00:00.000","2021-11-09T00:00:00.000",,,,,
"MULTILINESTRING ((-73.99986798358019 40.72043265819031, -73.99906145060194 40.7200443006309))","32333.0","6308.0","379","Current","1","GRAND ST","W BROADWAY","CHRYSTIE ST","ON","I","I","R","1","Protected",,,,"2008-11-04T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99986798358019 40.72043265819031, -73.99906145060194 40.7200443006309))","32333.0","379.0","NA","Retired","1","GRAND ST","W BROADWAY","CHRYSTIE ST","ON","II","II","R","1","Conventional",,,,"2006-10-01T00:00:00.000","2008-11-04T00:00:00.000",,,,,
"MULTILINESTRING ((-73.99942330423573 40.718680273806456, -73.99923466760826 40.718913566897434))","32335.0","7016.0","NA","Current","1","CENTRE ST","WORTH ST","BROOME ST","ON","I","I","R","1","Protected",,,,"2023-07-17T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99923466760826 40.718913566897434, -73.99852327402378 40.71978514629554))","32337.0","7016.0","NA","Current","1","CENTRE ST","WORTH ST","BROOME ST","ON","I","I","R","1","Protected",,,,"2023-07-17T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99906145060194 40.7200443006309, -73.99852327402378 40.71978514629554))","32340.0","6308.0","379","Current","1","GRAND ST","W BROADWAY","CHRYSTIE ST","ON","I","I","R","1","Protected",,,,"2008-11-04T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99906145060194 40.7200443006309, -73.99852327402378 40.71978514629554))","32340.0","379.0","NA","Retired","1","GRAND ST","W BROADWAY","CHRYSTIE ST","ON","II","II","R","1","Conventional",,,,"2006-10-01T00:00:00.000","2008-11-04T00:00:00.000",,,,,
"MULTILINESTRING ((-73.99906145060194 40.7200443006309, -73.99819536738404 40.7210636672409))","32341.0","4307.0","416","Retired","1","LAFAYETTE ST","SPRING ST","WORTH ST","ON","II","II","L","1",,"Conventional",,,"2007-09-01T00:00:00.000","2023-07-17T00:00:00.000",,,,,
"MULTILINESTRING ((-73.99906145060194 40.7200443006309, -73.99819536738404 40.7210636672409))","32341.0","7017.0","4307","Current","1","LAFAYETTE ST","KENMARE ST","WORTH ST","ON","I","I","L","1",,"Protected",,,"2023-07-17T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99906145060194 40.7200443006309, -73.99819536738404 40.7210636672409))","32341.0","416.0","NA","Retired","1","LAFAYETTE ST","SPRING ST","READE ST","ON","II","II","L","1",,"Conventional",,,"2007-09-01T00:00:00.000","2021-11-09T00:00:00.000",,,,,
"MULTILINESTRING ((-73.99852327402378 40.71978514629554, -73.99805386505291 40.719581272913445))","32342.0","6308.0","379","Current","1","GRAND ST","W BROADWAY","CHRYSTIE ST","ON","I","I","R","1","Protected",,,,"2008-11-04T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99852327402378 40.71978514629554, -73.99805386505291 40.719581272913445))","32342.0","379.0","NA","Retired","1","GRAND ST","W BROADWAY","CHRYSTIE ST","ON","II","II","R","1","Conventional",,,,"2006-10-01T00:00:00.000","2008-11-04T00:00:00.000",,,,,
"MULTILINESTRING ((-73.99852327402378 40.71978514629554, -73.99765481766501 40.72083590961491))","32343.0","7016.0","NA","Current","1","CENTRE ST","WORTH ST","BROOME ST","ON","I","I","R","1","Protected",,,,"2023-07-17T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99805386505291 40.719581272913445, -73.99730315238777 40.71932384705357))","32344.0","6308.0","379","Current","1","GRAND ST","W BROADWAY","CHRYSTIE ST","ON","I","I","R","1","Protected",,,,"2008-11-04T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99805386505291 40.719581272913445, -73.99730315238777 40.71932384705357))","32344.0","379.0","NA","Retired","1","GRAND ST","W BROADWAY","CHRYSTIE ST","ON","II","II","R","1","Conventional",,,,"2006-10-01T00:00:00.000","2008-11-04T00:00:00.000",,,,,
"MULTILINESTRING ((-73.99819536738404 40.7210636672409, -73.99776107888496 40.72157612159553))","32347.0","416.0","NA","Retired","1","LAFAYETTE ST","SPRING ST","READE ST","ON","II","II","L","1",,"Conventional",,,"2007-09-01T00:00:00.000","2021-11-09T00:00:00.000",,,,,
"MULTILINESTRING ((-73.99819536738404 40.7210636672409, -73.99776107888496 40.72157612159553))","32347.0","7017.0","4307","Current","1","LAFAYETTE ST","KENMARE ST","WORTH ST","ON","I","I","L","1",,"Protected",,,"2023-07-17T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99819536738404 40.7210636672409, -73.99776107888496 40.72157612159553))","32347.0","4307.0","416","Retired","1","LAFAYETTE ST","SPRING ST","WORTH ST","ON","II","II","L","1",,"Conventional",,,"2007-09-01T00:00:00.000","2023-07-17T00:00:00.000",,,,,
"MULTILINESTRING ((-73.99730315238777 40.71932384705357, -73.99647816655343 40.71904822284241))","32349.0","379.0","NA","Retired","1","GRAND ST","W BROADWAY","CHRYSTIE ST","ON","II","II","R","1","Conventional",,,,"2006-10-01T00:00:00.000","2008-11-04T00:00:00.000",,,,,
"MULTILINESTRING ((-73.99730315238777 40.71932384705357, -73.99647816655343 40.71904822284241))","32349.0","6308.0","379","Current","1","GRAND ST","W BROADWAY","CHRYSTIE ST","ON","I","I","R","1","Protected",,,,"2008-11-04T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.00036756738088 40.72379524016286, -74.00112704395721 40.72416641703622))","32355.0","2122.0","NA","Current","1","SPRING ST","WOOSTER ST","BROADWAY","ON","III","III","L","1",,"Shared",,,"2015-07-13T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99960961432252 40.72342265437228, -74.00036756738088 40.72379524016286))","32359.0","2122.0","NA","Current","1","SPRING ST","WOOSTER ST","BROADWAY","ON","III","III","L","1",,"Shared",,,"2015-07-13T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99881172287144 40.72302140896052, -73.99960961432252 40.72342265437228))","32363.0","2122.0","NA","Current","1","SPRING ST","WOOSTER ST","BROADWAY","ON","III","III","L","1",,"Shared",,,"2015-07-13T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99776107888496 40.72157612159553, -73.99712269669025 40.72230075549957))","32365.0","416.0","NA","Retired","1","LAFAYETTE ST","SPRING ST","READE ST","ON","II","II","L","1",,"Conventional",,,"2007-09-01T00:00:00.000","2021-11-09T00:00:00.000",,,,,
"MULTILINESTRING ((-73.99776107888496 40.72157612159553, -73.99712269669025 40.72230075549957))","32365.0","7018.0","4307","Current","1","LAFAYETTE ST","SPRING ST","KENMARE ST","ON","II","II","L","1",,"Curbside",,,"2007-09-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99776107888496 40.72157612159553, -73.99712269669025 40.72230075549957))","32365.0","4307.0","416","Retired","1","LAFAYETTE ST","SPRING ST","WORTH ST","ON","II","II","L","1",,"Conventional",,,"2007-09-01T00:00:00.000","2023-07-17T00:00:00.000",,,,,
"MULTILINESTRING ((-73.99798063923676 40.72266290550193, -73.99881172287144 40.72302140896052))","32366.0","2123.0","NA","Current","1","SPRING ST","BROADWAY","LAFAYETTE ST","ON","II","II","L","1",,"Curbside",,,"2015-07-13T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99739915083981 40.72144916015402, -73.99712269669025 40.72230075549957))","32369.0","7019.0","NA","Current","1","CLEVELAND PLACE","BROOME ST","SPRING ST","ON","I","I","R","1","Protected",,,,"2023-07-17T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.00089769870506 40.725773106516534, -74.00159653651549 40.72611887639177))","32370.0","444.0","NA","Current","1","PRINCE ST","BOWERY","MAC DOUGAL ST","ON","II","II","R","1","Curbside",,,,"2007-10-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.00010082483573 40.725381614566636, -74.00089769870506 40.725773106516534))","32372.0","444.0","NA","Current","1","PRINCE ST","BOWERY","MAC DOUGAL ST","ON","II","II","R","1","Curbside",,,,"2007-10-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99934500950383 40.72500750435167, -74.00010082483573 40.725381614566636))","32374.0","444.0","NA","Current","1","PRINCE ST","BOWERY","MAC DOUGAL ST","ON","II","II","R","1","Curbside",,,,"2007-10-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99858533213083 40.72463234631926, -73.99934500950383 40.72500750435167))","32376.0","444.0","NA","Current","1","PRINCE ST","BOWERY","MAC DOUGAL ST","ON","II","II","R","1","Curbside",,,,"2007-10-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99778508861633 40.7242348939789, -73.99858533213083 40.72463234631926))","32380.0","444.0","NA","Current","1","PRINCE ST","BOWERY","MAC DOUGAL ST","ON","II","II","R","1","Curbside",,,,"2007-10-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.00043499643259 40.728794605388124, -74.00119030445727 40.72916733768623))","32386.0","111.0","NA","Current","1","BLEECKER ST","8 AV","BOWERY","ON","II","II","L","1",,"Conventional",,,"2007-11-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99967747145703 40.72842266776214, -74.00043499643259 40.728794605388124))","32390.0","111.0","NA","Current","1","BLEECKER ST","8 AV","BOWERY","ON","II","II","L","1",,"Conventional",,,"2007-11-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99895488609395 40.72806787294338, -73.99967747145703 40.72842266776214))","32394.0","111.0","NA","Current","1","BLEECKER ST","8 AV","BOWERY","ON","II","II","L","1",,"Conventional",,,"2007-11-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99816919395845 40.72768069839557, -73.99895488609395 40.72806787294338))","32396.0","111.0","NA","Current","1","BLEECKER ST","8 AV","BOWERY","ON","II","II","L","1",,"Conventional",,,"2007-11-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99740391638956 40.72730356770609, -73.99816919395845 40.72768069839557))","32398.0","111.0","NA","Current","1","BLEECKER ST","8 AV","BOWERY","ON","II","II","L","1",,"Conventional",,,"2007-11-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99788585718942 40.7293104422607, -73.99860504073311 40.72968530881749))","32400","2833.0","NA","Current","1","W 3 ST","LAGUARDIA PL","MACDOUGAL ST","ON","III","III","R","1","Shared",,,,"2019-08-28T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99788585718942 40.7293104422607, -73.99735982670384 40.72994170590028))","32401.0","410.0","NA","Current","1","LA GUARDIA PL","WASHINGTON SQ S","W 3 ST","ON","II","II","2","2","Conventional","Conventional",,,"2013-11-26T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.0001227674961 40.730431388485144, -74.00141242514903 40.731065255858546))","32404.0","2834.0","NA","Current","1","W 3 ST","MACDOUGAL ST","6 AV","ON","II","II","R","1","Curbside Buffered",,,,"2019-08-28T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99960360348689 40.731043256314614, -73.99885434752962 40.73066786897197))","32407.0","616.0","NA","Current","1","WASHINGTON SQ S","WASHINGTON SQ W","THOMPSON ST","ON","II","II","R","1","Conventional",,,,"2014-06-16T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99860504073311 40.72968530881749, -73.99936623185377 40.73005847724546))","32413.0","2833.0","NA","Current","1","W 3 ST","LAGUARDIA PL","MACDOUGAL ST","ON","III","III","R","1","Shared",,,,"2019-08-28T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.9980719715844 40.730288028573575, -73.99735982670384 40.72994170590028))","32415.0","615.0","NA","Current","1","WASHINGTON SQ S","THOMPSON ST","WASHINGTON SQ E","ON","II","II","R","1","Curbside Buffered",,,,"2014-06-16T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99735982670384 40.72994170590028, -73.99657214501188 40.72955223321756))","32416.0","615.0","NA","Current","1","WASHINGTON SQ S","THOMPSON ST","WASHINGTON SQ E","ON","II","II","R","1","Curbside Buffered",,,,"2014-06-16T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.00035679156933 40.73397278877265, -74.0012047595298 40.733843091859534))","32421.0","196.0","NA","Retired","1","CHRISTOPHER ST","GREENWICH ST","GREENWICH AV","ON","III","III","R","1","Shared",,,,"2004-11-01T00:00:00.000","2009-06-01T00:00:00.000",,,,,
"MULTILINESTRING ((-74.00035679156933 40.73397278877265, -74.0012047595298 40.733843091859534))","32421.0","6323.0","196","Current","1","CHRISTOPHER ST","GREENWICH ST","GREENWICH AV","ON","II","II","R","1","Curbside",,,,"2009-06-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99997260615292 40.734687900702035, -74.00138878549427 40.734482819660876))","32424.0","6331.0","514","Current","1","W 10 ST","WAVERLY PL","GREENWICH AV","ON","III","III","L","1",,"Shared",,,"2009-06-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99997260615292 40.734687900702035, -74.00138878549427 40.734482819660876))","32424.0","514.0","NA","Retired","1","W 10 ST","WAVERLY PL","GREENWICH AV","ON","III","III","L","1",,"Signed Route",,,"2004-11-01T00:00:00.000","2009-06-01T00:00:00.000",,,,,
"MULTILINESTRING ((-73.99997260615292 40.734687900702035, -74.0003554609729 40.7353075216153))","32425.0","7317.0","NA","Current","1","GREENWICH AVENUE","CHRISTOPHER ST","W 12 ST","ON","III","III","2","2","Shared","Shared",,,"2023-07-12T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99955589117954 40.73361059513603, -73.99918595481107 40.7341385816762))","32427.0","99.0","NA","Retired","1","6 AV","W 8 ST","W 13 ST","ON","II","II","R","1","Conventional",,,,"1978-07-01T00:00:00.000","2016-11-12T00:00:00.000",,,,,
"MULTILINESTRING ((-73.99955589117954 40.73361059513603, -73.99918595481107 40.7341385816762))","32427.0","6141.0","99","Current","1","AV OF THE AMERICAS","W 8 ST","W 13 ST","ON","I","I","R","1","Protected",,,,"2016-11-12T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.9996531035638 40.73406971948366, -74.00035679156933 40.73397278877265))","32428.0","196.0","NA","Retired","1","CHRISTOPHER ST","GREENWICH ST","GREENWICH AV","ON","III","III","R","1","Shared",,,,"2004-11-01T00:00:00.000","2009-06-01T00:00:00.000",,,,,
"MULTILINESTRING ((-73.9996531035638 40.73406971948366, -74.00035679156933 40.73397278877265))","32428.0","6323.0","196","Current","1","CHRISTOPHER ST","GREENWICH ST","GREENWICH AV","ON","II","II","R","1","Curbside",,,,"2009-06-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.9996531035638 40.73406971948366, -73.99997260615292 40.734687900702035))","32429.0","7317.0","NA","Current","1","GREENWICH AVENUE","CHRISTOPHER ST","W 12 ST","ON","III","III","2","2","Shared","Shared",,,"2023-07-12T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99918595481107 40.7341385816762, -73.9996531035638 40.73406971948366))","32430.0","195.0","NA","Retired","1","CHRISTOPHER ST","GREENWICH AV","6 AV","ON","III","III","R","1","Signed Route",,,,"2004-11-01T00:00:00.000","2009-06-01T00:00:00.000",,,,,
"MULTILINESTRING ((-73.99918595481107 40.7341385816762, -73.9996531035638 40.73406971948366))","32430.0","6322.0","195","Current","1","CHRISTOPHER ST","WEST ST","AV OF THE AMERICAS","ON","III","III","R","1","Shared",,,,"2009-06-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99918595481107 40.7341385816762, -73.99871443868257 40.73478386065739))","32431.0","99.0","NA","Retired","1","6 AV","W 8 ST","W 13 ST","ON","II","II","R","1","Conventional",,,,"1978-07-01T00:00:00.000","2016-11-12T00:00:00.000",,,,,
"MULTILINESTRING ((-73.99918595481107 40.7341385816762, -73.99871443868257 40.73478386065739))","32431.0","6141.0","99","Current","1","AV OF THE AMERICAS","W 8 ST","W 13 ST","ON","I","I","R","1","Protected",,,,"2016-11-12T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99924564883537 40.734788124764684, -73.99997260615292 40.734687900702035))","32432.0","512.0","NA","Retired","1","W 10 ST","GREENWICH AV","6 AV","ON","III","III","L","1",,"Signed Route",,,"2004-11-01T00:00:00.000","2009-06-01T00:00:00.000",,,,,
"MULTILINESTRING ((-73.99924564883537 40.734788124764684, -73.99997260615292 40.734687900702035))","32432.0","6329.0","512","Current","1","W 10 ST","GREENWICH AV","6 AV","ON","II","II","L","1",,"Curbside",,,"2009-06-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99861225623036 40.732215430376584, -73.9991085083846 40.73162681806449))","32434.0","617.0","NA","Current","1","WASHINGTON SQ W","WASHINGTON SQ N","WASHINGTON SQ S","ON","II","II","R","1","Curbside",,,,"2009-05-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99871443868257 40.73478386065739, -73.99853021659808 40.73503789172807))","32438.0","6141.0","99","Current","1","AV OF THE AMERICAS","W 8 ST","W 13 ST","ON","I","I","R","1","Protected",,,,"2016-11-12T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99871443868257 40.73478386065739, -73.99853021659808 40.73503789172807))","32438.0","99.0","NA","Retired","1","6 AV","W 8 ST","W 13 ST","ON","II","II","R","1","Conventional",,,,"1978-07-01T00:00:00.000","2016-11-12T00:00:00.000",,,,,
"MULTILINESTRING ((-73.99798670829956 40.732945985412485, -73.99955589117954 40.73361059513603))","32441.0","2140.0","NA","Retired","1","W 8 ST","6 AV","5 AV","ON","III","III","L","1",,"Wide Parking Lane",,,"2015-05-24T00:00:00.000","2016-11-18T00:00:00.000",,,,,
"MULTILINESTRING ((-73.99798670829956 40.732945985412485, -73.99955589117954 40.73361059513603))","32441.0","6171.0","2140","Current","1","W 8 ST","6 AV","5 AV","ON","II","II","L","1",,"Conventional",,,"2016-11-18T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.00064726161682 40.73722952799306, -74.00176797962715 40.73767492529386))","32442.0","2761.0","NA","Current","1","12 ST","GREENWICH ST","7 AV","ON","II","II","L","1",,"Conventional",,,"2018-12-26T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.00064726161682 40.73722952799306, -74.00018308850893 40.73786493680245))","32443.0","8199.0","NA","Current","1","7 AVE","W 30 ST","W 12 ST","ON","I","I","L","1",,"Protected",,,"2017-12-29T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.0003554609729 40.7353075216153, -74.0007217134234 40.73592644791662))","32445.0","7317.0","NA","Current","1","GREENWICH AVENUE","CHRISTOPHER ST","W 12 ST","ON","III","III","2","2","Shared","Shared",,,"2023-07-12T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99853021659808 40.73503789172807, -73.99827419043137 40.735391139394395))","32447.0","6141.0","99","Current","1","AV OF THE AMERICAS","W 8 ST","W 13 ST","ON","I","I","R","1","Protected",,,,"2016-11-12T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99853021659808 40.73503789172807, -73.99827419043137 40.735391139394395))","32447.0","99.0","NA","Retired","1","6 AV","W 8 ST","W 13 ST","ON","II","II","R","1","Conventional",,,,"1978-07-01T00:00:00.000","2016-11-12T00:00:00.000",,,,,
"MULTILINESTRING ((-73.99827419043137 40.735391139394395, -73.99780751043863 40.73603590673609))","32449.0","6141.0","99","Current","1","AV OF THE AMERICAS","W 8 ST","W 13 ST","ON","I","I","R","1","Protected",,,,"2016-11-12T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99827419043137 40.735391139394395, -73.99780751043863 40.73603590673609))","32449.0","99.0","NA","Retired","1","6 AV","W 8 ST","W 13 ST","ON","II","II","R","1","Conventional",,,,"1978-07-01T00:00:00.000","2016-11-12T00:00:00.000",,,,,
"MULTILINESTRING ((-73.99780751043863 40.73603590673609, -74.00064726161682 40.73722952799306))","32450.0","2762.0","NA","Current","1","12 ST","7 AV","5 AV","ON","I","I","L","1",,"Protected",,,"2018-12-26T00:00:00.000",,,,,,
